name,start,end
REFERENCE,869.549,870.049
PreStimSilence,869.549,869.649
FALSE_ALARM_TOKEN,869.649,869.949
PostStimSilence,869.949,870.049
TAR_812+InfdB+Noise,870.049,870.549
TARGET,870.049,870.549
PreStimSilence,870.049,870.149
HIT_TOKEN,870.149,870.449
LICK,870.297,870.297
PostStimSilence,870.449,870.549
STIM_1072,870.549,872.049
REFERENCE,870.549,872.049
PreStimSilence,870.549,870.649
LICK,870.565,870.565
LICK,870.769,870.769
PostStimSilence,870.949,872.049
LICK,871.003,871.003
LICK,871.087,871.087
LICK,871.201,871.201
LICK,871.365,871.365
LICK,871.638,871.638
LICK,871.867,871.867
LICK,872.2,872.2
LICK,872.384,872.384
TRIAL,882.345,889.806
BAPHYTRIAL68_FILE1,882.345,889.806
HIT_TRIAL,882.345,889.806
STIM_406,882.345,882.845
REFERENCE,882.345,882.845
PreStimSilence,882.345,882.445
CORRECT_REJECT_TOKEN,882.445,882.745
PostStimSilence,882.745,882.845
STIM_933,882.845,883.345
REFERENCE,882.845,883.345
PreStimSilence,882.845,882.945
CORRECT_REJECT_TOKEN,882.945,883.245
PostStimSilence,883.245,883.345
TAR_812+InfdB+Noise,883.345,884.845
TARGET,883.345,884.845
PreStimSilence,883.345,883.445
HIT_TOKEN,883.445,883.745
PostStimSilence,883.745,884.845
LICK,883.91,883.91
LICK,884.179,884.179
LICK,884.416,884.416
LICK,884.647,884.647
LICK,884.884,884.884
LICK,885.05,885.05
LICK,885.282,885.282
LICK,885.683,885.683
LICK,886.269,886.269
TRIAL,894.803,901.763
BAPHYTRIAL69_FILE1,894.803,901.763
HIT_TRIAL,894.803,901.763
STIM_268,894.803,895.303
REFERENCE,894.803,895.303
PreStimSilence,894.803,894.903
CORRECT_REJECT_TOKEN,894.903,895.203
PostStimSilence,895.203,895.303
TAR_812+0dB+Noise,895.303,896.803
TARGET,895.303,896.803
PreStimSilence,895.303,895.403
HIT_TOKEN,895.403,895.703
PostStimSilence,895.703,896.803
LICK,896.079,896.079
LICK,897.581,897.581
LICK,897.75,897.75
LICK,897.983,897.983
LICK,898.235,898.235
TRIAL,907.915,915.391
BAPHYTRIAL70_FILE1,907.915,915.391
HIT_TRIAL,907.915,915.391
STIM_1414,907.915,908.415
REFERENCE,907.915,908.415
PreStimSilence,907.915,908.015
CORRECT_REJECT_TOKEN,908.015,908.315
PostStimSilence,908.315,908.415
TAR_812+0dB+Noise,908.415,908.915
TARGET,908.415,908.915
PreStimSilence,908.415,908.515
HIT_TOKEN,908.515,908.815
PostStimSilence,908.815,908.915
STIM_467,908.915,910.415
REFERENCE,908.915,910.415
PreStimSilence,908.915,909.015
EARLY_TOKEN,909.015,909.315
LICK,909.064,909.064
LICK,909.302,909.302
PostStimSilence,909.315,910.415
LICK,909.536,909.536
LICK,909.767,909.767
LICK,910.001,910.001
LICK,910.199,910.199
LICK,910.399,910.399
LICK,910.686,910.686
LICK,910.932,910.932
LICK,911.235,911.235
LICK,911.636,911.636
TRIAL,920.579,928.038
BAPHYTRIAL71_FILE1,920.579,928.038
CORRECT_REJECT_TRIAL,920.579,928.038
STIM_616,920.579,921.079
REFERENCE,920.579,921.079
PreStimSilence,920.579,920.679
CORRECT_REJECT_TOKEN,920.679,920.979
PostStimSilence,920.979,921.079
CAT_812+-InfdB+Noise,921.079,921.579
CATCH,921.079,921.579
PreStimSilence,921.079,921.179
CORRECT_REJECT_TOKEN,921.179,921.479
PostStimSilence,921.479,921.579
REM_812+InfdB+Noise+reminder,921.579,923.079
TARGET,921.579,923.079
PreStimSilence,921.579,921.679
HIT_TOKEN,921.679,921.979
PostStimSilence,921.979,923.079
LICK,922.132,922.132
LICK,922.371,922.371
LICK,922.601,922.601
LICK,922.868,922.868
LICK,923.036,923.036
LICK,923.169,923.169
LICK,923.303,923.303
LICK,923.469,923.469
LICK,923.737,923.737
LICK,924.003,924.003
LICK,924.234,924.234
LICK,924.854,924.854
TRIAL,933.331,940.295
BAPHYTRIAL72_FILE1,933.331,940.295
HIT_TRIAL,933.331,940.295
STIM_354,933.331,933.831
REFERENCE,933.331,933.831
PreStimSilence,933.331,933.431
CORRECT_REJECT_TOKEN,933.431,933.731
PostStimSilence,933.731,933.831
TAR_812+0dB+Noise,933.831,935.331
TARGET,933.831,935.331
PreStimSilence,933.831,933.931
HIT_TOKEN,933.931,934.231
PostStimSilence,934.231,935.331
LICK,934.748,934.748
LICK,934.976,934.976
LICK,935.216,935.216
LICK,935.447,935.447
LICK,935.667,935.667
LICK,935.75,935.75
LICK,935.868,935.868
LICK,936.104,936.104
LICK,936.336,936.336
LICK,936.885,936.885
TRIAL,945.612,952.572
BAPHYTRIAL73_FILE1,945.612,952.572
HIT_TRIAL,945.612,952.572
STIM_1625,945.612,946.112
REFERENCE,945.612,946.112
PreStimSilence,945.612,945.712
CORRECT_REJECT_TOKEN,945.712,946.012
PostStimSilence,946.012,946.112
TAR_812+InfdB+Noise,946.112,947.612
TARGET,946.112,947.612
PreStimSilence,946.112,946.212
HIT_TOKEN,946.212,946.512
PostStimSilence,946.512,947.612
LICK,946.965,946.965
LICK,947.194,947.194
LICK,947.414,947.414
LICK,947.662,947.662
LICK,947.916,947.916
LICK,948.095,948.095
LICK,948.293,948.293
LICK,948.563,948.563
LICK,948.864,948.864
LICK,949.367,949.367
TRIAL,961.875,969.839
BAPHYTRIAL74_FILE1,961.875,969.839
HIT_TRIAL,961.875,969.839
STIM_1072,961.875,962.375
REFERENCE,961.875,962.375
PreStimSilence,961.875,961.975
CORRECT_REJECT_TOKEN,961.975,962.275
PostStimSilence,962.275,962.375
STIM_1625,962.375,962.875
REFERENCE,962.375,962.875
PreStimSilence,962.375,962.475
CORRECT_REJECT_TOKEN,962.475,962.775
PostStimSilence,962.775,962.875
TAR_812+0dB+Noise,962.875,963.375
TARGET,962.875,963.375
PreStimSilence,962.875,962.975
HIT_TOKEN,962.975,963.275
PostStimSilence,963.275,963.375
STIM_1414,963.375,964.875
REFERENCE,963.375,964.875
PreStimSilence,963.375,963.475
LICK,963.425,963.425
LICK,963.66,963.66
PostStimSilence,963.775,964.875
LICK,963.895,963.895
LICK,964.125,964.125
LICK,964.192,964.192
LICK,964.327,964.327
LICK,964.526,964.526
LICK,964.789,964.789
LICK,964.98,964.98
LICK,965.228,965.228
LICK,965.563,965.563
LICK,965.891,965.891
LICK,966.132,966.132
TRIAL,976.223,984.196
BAPHYTRIAL75_FILE1,976.223,984.196
HIT_TRIAL,976.223,984.196
STIM_812,976.223,976.723
REFERENCE,976.223,976.723
PreStimSilence,976.223,976.323
CORRECT_REJECT_TOKEN,976.323,976.623
PostStimSilence,976.623,976.723
STIM_467,976.723,977.223
REFERENCE,976.723,977.223
PreStimSilence,976.723,976.823
CORRECT_REJECT_TOKEN,976.823,977.123
PostStimSilence,977.123,977.223
STIM_354,977.223,977.723
REFERENCE,977.223,977.723
PreStimSilence,977.223,977.323
FALSE_ALARM_TOKEN,977.323,977.623
PostStimSilence,977.623,977.723
TAR_812+0dB+Noise,977.723,979.223
TARGET,977.723,979.223
PreStimSilence,977.723,977.823
HIT_TOKEN,977.823,978.123
LICK,978.106,978.106
PostStimSilence,978.123,979.223
LICK,978.371,978.371
LICK,978.575,978.575
LICK,978.808,978.808
LICK,979.06,979.06
LICK,979.275,979.275
LICK,979.44,979.44
LICK,979.672,979.672
LICK,979.975,979.975
LICK,980.211,980.211
LICK,980.558,980.558
LICK,980.841,980.841
LICK,981.11,981.11
TRIAL,989.225,996.193
BAPHYTRIAL76_FILE1,989.225,996.193
HIT_TRIAL,989.225,996.193
STIM_268,989.225,989.725
REFERENCE,989.225,989.725
PreStimSilence,989.225,989.325
CORRECT_REJECT_TOKEN,989.325,989.625
PostStimSilence,989.625,989.725
TAR_812+InfdB+Noise,989.725,991.225
TARGET,989.725,991.225
PreStimSilence,989.725,989.825
HIT_TOKEN,989.825,990.125
PostStimSilence,990.125,991.225
LICK,990.337,990.337
LICK,990.588,990.588
LICK,990.836,990.836
LICK,991.034,991.034
LICK,991.308,991.308
LICK,991.457,991.457
LICK,991.703,991.703
LICK,991.939,991.939
TRIAL,1001.242,1008.2
BAPHYTRIAL77_FILE1,1001.242,1008.2
HIT_TRIAL,1001.242,1008.2
STIM_406,1001.242,1001.742
REFERENCE,1001.242,1001.742
PreStimSilence,1001.242,1001.342
CORRECT_REJECT_TOKEN,1001.342,1001.642
PostStimSilence,1001.642,1001.742
TAR_812+InfdB+Noise,1001.742,1003.242
TARGET,1001.742,1003.242
PreStimSilence,1001.742,1001.842
HIT_TOKEN,1001.842,1002.142
PostStimSilence,1002.142,1003.242
LICK,1002.604,1002.604
LICK,1002.839,1002.839
LICK,1003.07,1003.07
LICK,1003.309,1003.309
LICK,1003.506,1003.506
LICK,1003.722,1003.722
LICK,1003.957,1003.957
LICK,1004.257,1004.257
LICK,1004.539,1004.539
TRIAL,1013.472,1021.435
BAPHYTRIAL78_FILE1,1013.472,1021.435
HIT_TRIAL,1013.472,1021.435
STIM_616,1013.472,1013.972
REFERENCE,1013.472,1013.972
PreStimSilence,1013.472,1013.572
CORRECT_REJECT_TOKEN,1013.572,1013.872
PostStimSilence,1013.872,1013.972
TAR_812+0dB+Noise,1013.972,1015.472
TARGET,1013.972,1015.472
PreStimSilence,1013.972,1014.072
HIT_TOKEN,1014.072,1014.372
PostStimSilence,1014.372,1015.472
LICK,1014.881,1014.881
LICK,1015.144,1015.144
LICK,1015.382,1015.382
TRIAL,1028.039,1035.521
BAPHYTRIAL79_FILE1,1028.039,1035.521
HIT_TRIAL,1028.039,1035.521
STIM_1231,1028.039,1028.539
REFERENCE,1028.039,1028.539
PreStimSilence,1028.039,1028.139
CORRECT_REJECT_TOKEN,1028.139,1028.439
PostStimSilence,1028.439,1028.539
STIM_1866,1028.539,1029.039
REFERENCE,1028.539,1029.039
PreStimSilence,1028.539,1028.639
CORRECT_REJECT_TOKEN,1028.639,1028.939
PostStimSilence,1028.939,1029.039
TAR_812+0dB+Noise,1029.039,1030.539
TARGET,1029.039,1030.539
PreStimSilence,1029.039,1029.139
HIT_TOKEN,1029.139,1029.439
PostStimSilence,1029.439,1030.539
LICK,1029.827,1029.827
LICK,1030.091,1030.091
LICK,1030.34,1030.34
LICK,1030.559,1030.559
LICK,1030.789,1030.789
LICK,1031.011,1031.011
LICK,1031.225,1031.225
LICK,1031.411,1031.411
LICK,1031.658,1031.658
LICK,1031.96,1031.96
LICK,1032.23,1032.23
TRIAL,1044.133,1050.382
BAPHYTRIAL80_FILE1,1044.133,1050.382
EARLY_TRIAL,1044.133,1050.382
INVALID_BAPHY_TRIAL,1044.133,1050.382
STIM_707,1044.133,1044.633
REFERENCE,1044.133,1044.633
PreStimSilence,1044.133,1044.233
CORRECT_REJECT_TOKEN,1044.233,1044.533
PostStimSilence,1044.533,1044.633
STIM_308,1044.633,1045.133
REFERENCE,1044.633,1045.133
PreStimSilence,1044.633,1044.733
FALSE_ALARM_TOKEN,1044.733,1045.033
PostStimSilence,1045.033,1045.133
TAR_812+0dB+Noise,1045.133,1046.633
TARGET,1045.133,1046.633
PreStimSilence,1045.133,1045.233
EARLY_TOKEN,1045.233,1045.533
LICK,1045.247,1045.247
LICK,1045.5,1045.5
PostStimSilence,1045.533,1046.633
TRIAL,1059.285,1066.744
BAPHYTRIAL81_FILE1,1059.285,1066.744
HIT_TRIAL,1059.285,1066.744
STIM_536,1059.285,1059.785
REFERENCE,1059.285,1059.785
PreStimSilence,1059.285,1059.385
CORRECT_REJECT_TOKEN,1059.385,1059.685
PostStimSilence,1059.685,1059.785
STIM_933,1059.785,1060.285
REFERENCE,1059.785,1060.285
PreStimSilence,1059.785,1059.885
CORRECT_REJECT_TOKEN,1059.885,1060.185
PostStimSilence,1060.185,1060.285
TAR_812+0dB+Noise,1060.285,1061.785
TARGET,1060.285,1061.785
PreStimSilence,1060.285,1060.385
HIT_TOKEN,1060.385,1060.685
PostStimSilence,1060.685,1061.785
LICK,1061.074,1061.074
LICK,1061.342,1061.342
LICK,1061.572,1061.572
LICK,1061.773,1061.773
LICK,1062.009,1062.009
LICK,1062.206,1062.206
LICK,1062.443,1062.443
LICK,1062.672,1062.672
TRIAL,1072.368,1079.828
BAPHYTRIAL82_FILE1,1072.368,1079.828
HIT_TRIAL,1072.368,1079.828
STIM_707,1072.368,1072.868
REFERENCE,1072.368,1072.868
PreStimSilence,1072.368,1072.468
CORRECT_REJECT_TOKEN,1072.468,1072.768
PostStimSilence,1072.768,1072.868
STIM_308,1072.868,1073.368
REFERENCE,1072.868,1073.368
PreStimSilence,1072.868,1072.968
CORRECT_REJECT_TOKEN,1072.968,1073.268
PostStimSilence,1073.268,1073.368
TAR_812+InfdB+Noise,1073.368,1074.868
TARGET,1073.368,1074.868
PreStimSilence,1073.368,1073.468
HIT_TOKEN,1073.468,1073.768
PostStimSilence,1073.768,1074.868
LICK,1074.093,1074.093
LICK,1074.327,1074.327
LICK,1074.56,1074.56
LICK,1074.794,1074.794
LICK,1075.024,1075.024
LICK,1075.093,1075.093
LICK,1075.225,1075.225
LICK,1075.457,1075.457
LICK,1075.745,1075.745
LICK,1075.995,1075.995
LICK,1076.629,1076.629
TRIAL,1088.532,1095.489
BAPHYTRIAL83_FILE1,1088.532,1095.489
HIT_TRIAL,1088.532,1095.489
STIM_467,1088.532,1089.032
REFERENCE,1088.532,1089.032
PreStimSilence,1088.532,1088.632
CORRECT_REJECT_TOKEN,1088.632,1088.932
PostStimSilence,1088.932,1089.032
TAR_812+0dB+Noise,1089.032,1090.532
TARGET,1089.032,1090.532
PreStimSilence,1089.032,1089.132
HIT_TOKEN,1089.132,1089.432
PostStimSilence,1089.432,1090.532
LICK,1089.95,1089.95
LICK,1091.515,1091.515
LICK,1091.85,1091.85
TRIAL,1101.476,1109.466
BAPHYTRIAL84_FILE1,1101.476,1109.466
HIT_TRIAL,1101.476,1109.466
STIM_707,1101.476,1101.976
REFERENCE,1101.476,1101.976
PreStimSilence,1101.476,1101.576
CORRECT_REJECT_TOKEN,1101.576,1101.876
PostStimSilence,1101.876,1101.976
STIM_933,1101.976,1102.476
REFERENCE,1101.976,1102.476
PreStimSilence,1101.976,1102.076
FALSE_ALARM_TOKEN,1102.076,1102.376
PostStimSilence,1102.376,1102.476
TAR_812+InfdB+Noise,1102.476,1102.976
TARGET,1102.476,1102.976
PreStimSilence,1102.476,1102.576
HIT_TOKEN,1102.576,1102.876
LICK,1102.846,1102.846
PostStimSilence,1102.876,1102.976
STIM_308,1102.976,1104.476
REFERENCE,1102.976,1104.476
PreStimSilence,1102.976,1103.076
LICK,1103.081,1103.081
LICK,1103.313,1103.313
PostStimSilence,1103.376,1104.476
LICK,1103.513,1103.513
LICK,1103.616,1103.616
LICK,1103.745,1103.745
LICK,1103.913,1103.913
LICK,1104.149,1104.149
LICK,1104.348,1104.348
LICK,1104.648,1104.648
LICK,1104.983,1104.983
TRIAL,1114.607,1120.456
BAPHYTRIAL85_FILE1,1114.607,1120.456
INCORRECT_HIT_TRIAL,1114.607,1120.456
STIM_1231,1114.607,1115.107
REFERENCE,1114.607,1115.107
PreStimSilence,1114.607,1114.707
FALSE_ALARM_TOKEN,1114.707,1115.007
PostStimSilence,1115.007,1115.107
CAT_812+-InfdB+Noise,1115.107,1115.607
CATCH,1115.107,1115.607
PreStimSilence,1115.107,1115.207
INCORRECT_HIT_TOKEN,1115.207,1115.507
LICK,1115.365,1115.365
PostStimSilence,1115.507,1115.607
LICK,1115.593,1115.593
TRIAL,1125.884,1132.246
BAPHYTRIAL86_FILE1,1125.884,1132.246
INCORRECT_HIT_TRIAL,1125.884,1132.246
INVALID_BAPHY_TRIAL,1125.884,1132.246
STIM_1231,1125.884,1126.384
REFERENCE,1125.884,1126.384
PreStimSilence,1125.884,1125.984
CORRECT_REJECT_TOKEN,1125.984,1126.284
PostStimSilence,1126.284,1126.384
CAT_812+-InfdB+Noise,1126.384,1126.884
CATCH,1126.384,1126.884
PreStimSilence,1126.384,1126.484
INCORRECT_HIT_TOKEN,1126.484,1126.784
PostStimSilence,1126.784,1126.884
REM_812+InfdB+Noise+reminder,1126.884,1128.384
TARGET,1126.884,1128.384
PreStimSilence,1126.884,1126.984
EARLY_TOKEN,1126.984,1127.284
LICK,1127.002,1127.002
LICK,1127.237,1127.237
PostStimSilence,1127.284,1128.384
LICK,1127.511,1127.511
TRIAL,1137.696,1143.272
BAPHYTRIAL87_FILE1,1137.696,1143.272
FALSE_ALARM_TRIAL,1137.696,1143.272
INVALID_BAPHY_TRIAL,1137.696,1143.272
STIM_1231,1137.696,1138.196
REFERENCE,1137.696,1138.196
PreStimSilence,1137.696,1137.796
FALSE_ALARM_TOKEN,1137.796,1138.096
PostStimSilence,1138.096,1138.196
LICK,1138.144,1138.144
TRIAL,1148.661,1157.137
BAPHYTRIAL88_FILE1,1148.661,1157.137
MISS_TRIAL,1148.661,1157.137
INVALID_BAPHY_TRIAL,1148.661,1157.137
STIM_1231,1148.661,1149.161
REFERENCE,1148.661,1149.161
PreStimSilence,1148.661,1148.761
CORRECT_REJECT_TOKEN,1148.761,1149.061
PostStimSilence,1149.061,1149.161
CAT_812+-InfdB+Noise,1149.161,1149.661
CATCH,1149.161,1149.661
PreStimSilence,1149.161,1149.261
CORRECT_REJECT_TOKEN,1149.261,1149.561
PostStimSilence,1149.561,1149.661
REM_812+InfdB+Noise+reminder,1149.661,1151.161
TARGET,1149.661,1151.161
PreStimSilence,1149.661,1149.761
MISS_TOKEN,1149.761,1150.061
PostStimSilence,1150.061,1151.161
TRIAL,1162.216,1170.176
BAPHYTRIAL89_FILE1,1162.216,1170.176
MISS_TRIAL,1162.216,1170.176
INVALID_BAPHY_TRIAL,1162.216,1170.176
STIM_536,1162.216,1162.716
REFERENCE,1162.216,1162.716
PreStimSilence,1162.216,1162.316
CORRECT_REJECT_TOKEN,1162.316,1162.616
PostStimSilence,1162.616,1162.716
TAR_812+InfdB+Noise,1162.716,1164.216
TARGET,1162.716,1164.216
PreStimSilence,1162.716,1162.816
MISS_TOKEN,1162.816,1163.116
PostStimSilence,1163.116,1164.216
TRIAL,1176.777,1186.237
BAPHYTRIAL90_FILE1,1176.777,1186.237
MISS_TRIAL,1176.777,1186.237
INVALID_BAPHY_TRIAL,1176.777,1186.237
STIM_616,1176.777,1177.277
REFERENCE,1176.777,1177.277
PreStimSilence,1176.777,1176.877
CORRECT_REJECT_TOKEN,1176.877,1177.177
PostStimSilence,1177.177,1177.277
STIM_1414,1177.277,1177.777
REFERENCE,1177.277,1177.777
PreStimSilence,1177.277,1177.377
CORRECT_REJECT_TOKEN,1177.377,1177.677
PostStimSilence,1177.677,1177.777
STIM_1625,1177.777,1178.277
REFERENCE,1177.777,1178.277
PreStimSilence,1177.777,1177.877
CORRECT_REJECT_TOKEN,1177.877,1178.177
PostStimSilence,1178.177,1178.277
TAR_812+InfdB+Noise,1178.277,1178.777
TARGET,1178.277,1178.777
PreStimSilence,1178.277,1178.377
MISS_TOKEN,1178.377,1178.677
PostStimSilence,1178.677,1178.777
STIM_1866,1178.777,1180.277
REFERENCE,1178.777,1180.277
PreStimSilence,1178.777,1178.877
CORRECT_REJECT_TOKEN,1178.877,1179.177
PostStimSilence,1179.177,1180.277
TRIAL,1910.054,1919.528
BAPHYTRIAL91_FILE1,1910.054,1919.528
HIT_TRIAL,1910.054,1919.528
INVALID_BAPHY_TRIAL,1910.054,1919.528
STIM_616,1910.054,1910.554
REFERENCE,1910.054,1910.554
PreStimSilence,1910.054,1910.154
CORRECT_REJECT_TOKEN,1910.154,1910.454
PostStimSilence,1910.454,1910.554
STIM_1414,1910.554,1911.054
REFERENCE,1910.554,1911.054
PreStimSilence,1910.554,1910.654
CORRECT_REJECT_TOKEN,1910.654,1910.954
PostStimSilence,1910.954,1911.054
STIM_1625,1911.054,1911.554
REFERENCE,1911.054,1911.554
PreStimSilence,1911.054,1911.154
CORRECT_REJECT_TOKEN,1911.154,1911.454
PostStimSilence,1911.454,1911.554
TAR_812+InfdB+Noise,1911.554,1912.054
TARGET,1911.554,1912.054
PreStimSilence,1911.554,1911.654
HIT_TOKEN,1911.654,1911.954
PostStimSilence,1911.954,1912.054
STIM_1866,1912.054,1913.554
REFERENCE,1912.054,1913.554
PreStimSilence,1912.054,1912.154
FALSE_ALARM_TOKEN,1912.154,1912.454
PostStimSilence,1912.454,1913.554
LICK,1912.535,1912.535
LICK,1912.8,1912.8
LICK,1912.991,1912.991
LICK,1913.231,1913.231
LICK,1913.418,1913.418
LICK,1913.719,1913.719
LICK,1913.968,1913.968
LICK,1914.23,1914.23
LICK,1916.692,1916.692
LICK,1917.755,1917.755
TRIAL,1925.225,1932.724
BAPHYTRIAL92_FILE1,1925.225,1932.724
HIT_TRIAL,1925.225,1932.724
STIM_812,1925.225,1925.725
REFERENCE,1925.225,1925.725
PreStimSilence,1925.225,1925.325
CORRECT_REJECT_TOKEN,1925.325,1925.625
PostStimSilence,1925.625,1925.725
STIM_354,1925.725,1926.225
REFERENCE,1925.725,1926.225
PreStimSilence,1925.725,1925.825
FALSE_ALARM_TOKEN,1925.825,1926.125
PostStimSilence,1926.125,1926.225
TAR_812+InfdB+Noise,1926.225,1927.725
TARGET,1926.225,1927.725
PreStimSilence,1926.225,1926.325
HIT_TOKEN,1926.325,1926.625
LICK,1926.559,1926.559
PostStimSilence,1926.625,1927.725
LICK,1926.825,1926.825
LICK,1927.062,1927.062
LICK,1927.292,1927.292
LICK,1927.462,1927.462
LICK,1927.693,1927.693
LICK,1927.892,1927.892
LICK,1928.126,1928.126
LICK,1928.427,1928.427
LICK,1929.059,1929.059
LICK,1930.363,1930.363
LICK,1930.799,1930.799
LICK,1932.229,1932.229
TRIAL,1938.604,1944.51
BAPHYTRIAL93_FILE1,1938.604,1944.51
FALSE_ALARM_TRIAL,1938.604,1944.51
STIM_1072,1938.604,1939.104
REFERENCE,1938.604,1939.104
PreStimSilence,1938.604,1938.704
FALSE_ALARM_TOKEN,1938.704,1939.004
PostStimSilence,1939.004,1939.104
STIM_268,1939.104,1939.604
REFERENCE,1939.104,1939.604
PreStimSilence,1939.104,1939.204
FALSE_ALARM_TOKEN,1939.204,1939.504
LICK,1939.419,1939.419
PostStimSilence,1939.504,1939.604
TRIAL,1949.573,1956.553
BAPHYTRIAL94_FILE1,1949.573,1956.553
HIT_TRIAL,1949.573,1956.553
INVALID_BAPHY_TRIAL,1949.573,1956.553
STIM_536,1949.573,1950.073
REFERENCE,1949.573,1950.073
PreStimSilence,1949.573,1949.673
CORRECT_REJECT_TOKEN,1949.673,1949.973
PostStimSilence,1949.973,1950.073
TAR_812+0dB+Noise,1950.073,1951.573
TARGET,1950.073,1951.573
PreStimSilence,1950.073,1950.173
HIT_TOKEN,1950.173,1950.473
PostStimSilence,1950.473,1951.573
LICK,1950.788,1950.788
LICK,1951.022,1951.022
LICK,1951.291,1951.291
LICK,1951.486,1951.486
LICK,1951.729,1951.729
LICK,1951.855,1951.855
LICK,1952.114,1952.114
LICK,1952.357,1952.357
LICK,1952.655,1952.655
LICK,1953.191,1953.191
TRIAL,1961.952,1968.913
BAPHYTRIAL95_FILE1,1961.952,1968.913
HIT_TRIAL,1961.952,1968.913
STIM_1231,1961.952,1962.452
REFERENCE,1961.952,1962.452
PreStimSilence,1961.952,1962.052
CORRECT_REJECT_TOKEN,1962.052,1962.352
PostStimSilence,1962.352,1962.452
TAR_812+0dB+Noise,1962.452,1963.952
TARGET,1962.452,1963.952
PreStimSilence,1962.452,1962.552
HIT_TOKEN,1962.552,1962.852
PostStimSilence,1962.852,1963.952
LICK,1963.265,1963.265
LICK,1963.499,1963.499
LICK,1963.767,1963.767
LICK,1964.003,1964.003
LICK,1964.188,1964.188
LICK,1964.388,1964.388
LICK,1964.59,1964.59
LICK,1964.907,1964.907
LICK,1965.14,1965.14
LICK,1965.44,1965.44
LICK,1965.705,1965.705
TRIAL,1974.834,1982.298
BAPHYTRIAL96_FILE1,1974.834,1982.298
HIT_TRIAL,1974.834,1982.298
STIM_406,1974.834,1975.334
REFERENCE,1974.834,1975.334
PreStimSilence,1974.834,1974.934
CORRECT_REJECT_TOKEN,1974.934,1975.234
PostStimSilence,1975.234,1975.334
STIM_933,1975.334,1975.834
REFERENCE,1975.334,1975.834
PreStimSilence,1975.334,1975.434
CORRECT_REJECT_TOKEN,1975.434,1975.734
PostStimSilence,1975.734,1975.834
TAR_812+0dB+Noise,1975.834,1977.334
TARGET,1975.834,1977.334
PreStimSilence,1975.834,1975.934
HIT_TOKEN,1975.934,1976.234
PostStimSilence,1976.234,1977.334
LICK,1976.398,1976.398
LICK,1976.649,1976.649
LICK,1976.9,1976.9
LICK,1977.08,1977.08
LICK,1977.316,1977.316
LICK,1977.482,1977.482
LICK,1977.713,1977.713
LICK,1977.983,1977.983
LICK,1978.215,1978.215
LICK,1978.489,1978.489
LICK,1978.77,1978.77
LICK,1979.154,1979.154
LICK,1979.42,1979.42
TRIAL,1988.113,1995.591
BAPHYTRIAL97_FILE1,1988.113,1995.591
EARLY_TRIAL,1988.113,1995.591
INVALID_BAPHY_TRIAL,1988.113,1995.591
STIM_1072,1988.113,1988.613
REFERENCE,1988.113,1988.613
PreStimSilence,1988.113,1988.213
CORRECT_REJECT_TOKEN,1988.213,1988.513
PostStimSilence,1988.513,1988.613
STIM_268,1988.613,1989.113
REFERENCE,1988.613,1989.113
PreStimSilence,1988.613,1988.713
FALSE_ALARM_TOKEN,1988.713,1989.013
PostStimSilence,1989.013,1989.113
TAR_812+InfdB+Noise,1989.113,1990.613
TARGET,1989.113,1990.613
PreStimSilence,1989.113,1989.213
EARLY_TOKEN,1989.213,1989.513
LICK,1989.256,1989.256
LICK,1989.494,1989.494
PostStimSilence,1989.513,1990.613
LICK,1989.726,1989.726
LICK,1990.025,1990.025
LICK,1990.362,1990.362
LICK,1990.561,1990.561
LICK,1990.761,1990.761
LICK,1991.059,1991.059
TRIAL,2001.65,2007.836
BAPHYTRIAL98_FILE1,2001.65,2007.836
FALSE_ALARM_TRIAL,2001.65,2007.836
STIM_1072,2001.65,2002.15
REFERENCE,2001.65,2002.15
PreStimSilence,2001.65,2001.75
CORRECT_REJECT_TOKEN,2001.75,2002.05
PostStimSilence,2002.05,2002.15
STIM_268,2002.15,2002.65
REFERENCE,2002.15,2002.65
PreStimSilence,2002.15,2002.25
FALSE_ALARM_TOKEN,2002.25,2002.55
PostStimSilence,2002.55,2002.65
CAT_812+-InfdB+Noise,2002.65,2003.15
CATCH,2002.65,2003.15
PreStimSilence,2002.65,2002.75
LICK,2002.734,2002.734
LICK,2003.007,2003.007
PostStimSilence,2003.05,2003.15
TRIAL,2013.658,2022.117
BAPHYTRIAL99_FILE1,2013.658,2022.117
MISS_TRIAL,2013.658,2022.117
INVALID_BAPHY_TRIAL,2013.658,2022.117
STIM_1072,2013.658,2014.158
REFERENCE,2013.658,2014.158
PreStimSilence,2013.658,2013.758
CORRECT_REJECT_TOKEN,2013.758,2014.058
PostStimSilence,2014.058,2014.158
STIM_268,2014.158,2014.658
REFERENCE,2014.158,2014.658
PreStimSilence,2014.158,2014.258
CORRECT_REJECT_TOKEN,2014.258,2014.558
PostStimSilence,2014.558,2014.658
TAR_812+0dB+Noise,2014.658,2016.158
TARGET,2014.658,2016.158
PreStimSilence,2014.658,2014.758
MISS_TOKEN,2014.758,2015.058
PostStimSilence,2015.058,2016.158
LICK,2016.83,2016.83
TRIAL,2027.981,2036.44
BAPHYTRIAL100_FILE1,2027.981,2036.44
MISS_TRIAL,2027.981,2036.44
INVALID_BAPHY_TRIAL,2027.981,2036.44
STIM_1072,2027.981,2028.481
REFERENCE,2027.981,2028.481
PreStimSilence,2027.981,2028.081
